player_name,Team,Season,Position,Minutes,Dribbling,Fouling,Interrupting,Passing,Receiving,Shooting,Goals Added,goals_added_per_90
Luke Haakenson,NSH,2023,W,356,-0.03,-0.04,-0.05,-0.21,-0.14,-0.15,-0.61,-0.1542134831
Lawson Sunderland,MIA,2023,CM,70,-0.05,0,0.01,-0.05,-0.01,-0.03,-0.12,-0.1542857143
Oliver Larraz,COL,2023,DM,29,-0.06,0,0.01,0,-0.01,-0.01,-0.05,-0.1551724138
Nolan Norris,FCD,2023,CM,139,-0.01,0,-0.05,-0.09,-0.05,-0.04,-0.24,-0.1553956835
Paul Rothrock,SEA,2023,W,63,0,0,-0.01,-0.12,-0.03,0.05,-0.11,-0.1571428571
Joaquín Torres,PHI,2023,AM,422,-0.66,0.05,0.01,0.11,-0.25,-0.01,-0.75,-0.1599526066
Yosuke Hanya,COL,2023,ST,56,-0.01,0,-0.02,-0.04,-0.05,0.02,-0.1,-0.1607142857
Chase Gasper,HOU,2023,FB,233,-0.07,-0.22,-0.12,0.04,-0.02,-0.03,-0.42,-0.1622317597
Alonso Martínez,NYC,2023,W,44,-0.21,0,0.02,-0.01,0.12,0.01,-0.08,-0.1636363636
Ibrahim Aliyu,HOU,2023,ST,1356,-1.41,-0.25,0.08,-0.88,0.28,-0.35,-2.53,-0.167920354
Edison Azcona,MIA,2023,W,75,-0.07,0.01,-0.04,-0.08,0.04,0.02,-0.14,-0.168
Kipp Keller,ATX,2023,CB,505,-0.15,0.06,-0.27,-0.64,0.07,-0.05,-0.99,-0.1764356436
Sota Kitahara,SEA,2023,FB,5,0,0,0,0,0,0,-0.01,-0.18
Hugo Mbongue,TOR,2023,ST,306,0.1,-0.04,-0.01,-0.2,-0.31,-0.16,-0.62,-0.1823529412
Miguel Berry,ATL,2023,ST,1218,-0.16,-0.07,-0.14,0.15,-1.64,-0.62,-2.48,-0.1832512315
Sean Rea,MTL,2023,AM,811,-0.22,-0.13,-0.13,-0.46,-0.42,-0.31,-1.66,-0.184217016
Júnior Urso,ORL,2023,DM,321,0.01,-0.01,-0.01,-0.34,-0.21,-0.1,-0.67,-0.1878504673
Nökkvi Þeyr Þórisson,STL,2023,ST,328,-0.04,0,-0.28,-0.04,-0.25,-0.08,-0.69,-0.1893292683
Ilijah Paul,RSL,2023,ST,109,0.02,-0.01,-0.04,-0.1,-0.09,-0.02,-0.23,-0.1899082569
Caden Glover,STL,2023,DM,18,0,0,-0.02,-0.01,-0.01,0,-0.04,-0.2
Ronald Donkor,NYRB,2023,AM,63,0,0,0.06,-0.15,-0.03,-0.02,-0.14,-0.2
Jack Panayotou,NER,2023,W,367,-0.39,-0.05,-0.03,-0.15,-0.12,-0.07,-0.82,-0.2010899183
Jaroslaw Niezgoda,POR,2023,ST,755,-0.03,-0.07,0.11,-0.65,-0.76,-0.29,-1.7,-0.2026490066
Arquimides Ordonez,CIN,2023,ST,316,-0.4,0.03,-0.03,-0.17,-0.01,-0.14,-0.72,-0.2050632911
Victor Ulloa,MIA,2023,CM,210,-0.03,-0.01,-0.23,-0.03,-0.12,-0.07,-0.49,-0.21
Thai Baribo,PHI,2023,ST,179,-0.09,-0.02,-0.02,-0.16,-0.05,-0.09,-0.42,-0.2111731844
Hamady Diop,CLT,2023,FB,46,0,0,-0.08,-0.01,-0.01,-0.01,-0.11,-0.2152173913
O’Vonte Mullings,NYRB,2023,FB,53,-0.07,0.01,-0.01,-0.06,0.01,-0.01,-0.13,-0.220754717
Sebastian Kowalczyk,HOU,2023,AM,388,-0.34,-0.26,-0.05,-0.08,-0.09,-0.13,-0.96,-0.2226804124
Ryan Sailor,MIA,2023,CB,362,-0.38,0.02,0.03,-0.41,-0.1,-0.06,-0.9,-0.2237569061
Karifa Yao,VAN,2023,CM,4,0,0,0,0,0,0,-0.01,-0.225
Stiven Jimenez,CIN,2023,ST,4,0,0,0,0,-0.01,0,-0.01,-0.225
Zavier Gozo,RSL,2023,W,12,-0.01,0,-0.01,-0.03,0.02,-0.01,-0.03,-0.225
John Klein,STL,2023,AM,32,0,0,0,-0.07,0,-0.01,-0.08,-0.225
Christopher Hegardt,CLT,2023,W,75,-0.07,-0.04,-0.03,0,-0.03,-0.03,-0.19,-0.228
Sega Coulibaly,LAG,2023,CB,101,0.02,-0.24,-0.04,0.04,-0.02,-0.01,-0.26,-0.2316831683
Stephen Afrifa,SKC,2023,ST,65,-0.11,-0.01,0.03,0.03,-0.06,-0.05,-0.17,-0.2353846154
Thiago Andrade,NYC,2023,W,178,-0.22,-0.02,-0.21,-0.05,0.06,-0.04,-0.48,-0.2426966292
Luke Brennan,ATL,2023,AM,11,0,0,-0.01,-0.01,-0.01,-0.01,-0.03,-0.2454545455
Hayden Sargis,DCU,2023,CB,22,0,0,-0.03,0.01,-0.03,-0.01,-0.06,-0.2454545455
Ethan Dobbelaere,SEA,2023,W,101,-0.13,0.01,-0.06,-0.1,0.02,-0.03,-0.28,-0.2495049505
Harvey Neville,MIA,2023,FB,252,-0.11,0,-0.31,-0.19,-0.05,-0.04,-0.7,-0.25
Moses Nyeman,RSL,2023,CM,36,-0.04,0,-0.03,-0.03,-0.02,0.01,-0.1,-0.25
Michael Baldisimo,SJE,2023,CM,358,-0.11,-0.33,-0.27,-0.08,-0.14,-0.1,-1.02,-0.256424581
Jordan Faria,TOR,2023,W,28,-0.02,0,-0.01,0,-0.04,-0.01,-0.08,-0.2571428571
Benjamin Stitz,CIN,2023,ST,23,-0.03,0,-0.01,0.02,-0.02,-0.02,-0.07,-0.2739130435
Erik López,ATL,2023,ST,28,0.01,0,-0.01,-0.02,-0.05,-0.02,-0.09,-0.2892857143
Antony Curic,TOR,2023,FB,3,-0.01,0,0,0,0,0,-0.01,-0.3
Jamal Thiare,ATL,2023,ST,68,-0.17,0,0.04,-0.08,-0.01,-0.03,-0.25,-0.3308823529
Jordan Perruzza,TOR,2023,ST,144,-0.49,-0.02,-0.03,-0.13,0.07,0.04,-0.56,-0.35
Héctor Jiménez,ATX,2023,FB,55,-0.05,0.01,-0.18,0,0.01,-0.02,-0.22,-0.36
Aaron Bibout,LAG,2023,ST,33,0.01,-0.01,-0.01,-0.07,-0.04,-0.02,-0.14,-0.3818181818
Adam Pearlman,TOR,2023,CB,11,-0.06,0,0.01,-0.03,0.01,0,-0.08,-0.6545454545
Luis Flores,SKC,2023,W,8,-0.01,0,0,-0.03,-0.01,0,-0.06,-0.675
Mikael Marques,MIN,2023,W,14,-0.01,0,-0.32,0.01,-0.01,-0.01,-0.35,-2.25
